OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,TYPE,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD
249,7949431,SPECTRUM HEALTH LUDINGTON HOSPITAL,1 N ATKINSON DRIVE,LUDINGTON,MI,49431,GENERAL ACUTE CARE,49,MASON,26105,USA,43.95814794,-86.43040938,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.spectrumhealth.org/landing_custom.cfm?id=5419&fr=true,26,NON-PROFIT,49,NOT AVAILABLE,Y
250,14049079,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,GENERAL ACUTE CARE,35,VAN BUREN,26159,USA,42.22129436,-85.89707006,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bronsonhealth.com/lakeview,26,NON-PROFIT,35,NOT AVAILABLE,Y
251,13248427,DECKERVILLE COMMUNITY HOSPITAL,3559 PINE ST,DECKERVILLE,MI,48427,GENERAL ACUTE CARE,15,SANILAC,26151,USA,43.52811921,-82.73424915,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.deckervillehosp.org,26,NON-PROFIT,15,NOT AVAILABLE,N
252,14948202,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,GENERAL ACUTE CARE,877,WAYNE,26163,USA,42.36768678,-83.08472312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://w2.lara.state.mi.us/VAL/License/Search,2018-08-09T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.henryfordhealth.org,26,NON-PROFIT,877,LEVEL I,Y
253,4256007,MAYO CLINIC HEALTH SYS ALBT LE,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,GENERAL ACUTE CARE,159,FREEBORN,27047,USA,43.6523607,-93.3727523,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,2018-08-09T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://mayoclinichealthsystem.org/locations/albert-lea,27,NON-PROFIT,159,LEVEL IV,Y
254,14155009,MAYO CLINIC HEALTH SYS CF,32021 COUNTY 24 BOULEVARD,CANNON FALLS,MN,55009,CRITICAL ACCESS,15,GOODHUE,27049,USA,44.48616464,-92.9032023,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2016-08-11T00:00:00.000Z,http://mayoclinichealthsystem.org/locations/cannon-falls,27,NON-PROFIT,15,LEVEL IV,Y
255,5056031,MAYO CLINIC HEALTH SYS FAIRMNT,"800 MEDICAL CTR DRIVE, PO 800",FAIRMONT,MN,56031,GENERAL ACUTE CARE,57,MARTIN,27091,USA,43.63880146,-94.450437,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://mayoclinichealthsystem.org/locations/fairmont,27,NON-PROFIT,57,LEVEL IV,Y
256,10256081,MAYO CLINIC HEALTH SYS ST JAME,1101 MOULTON & PARSONS DR,ST JAMES,MN,56081,CRITICAL ACCESS,25,WATONWAN,27165,USA,43.97967017,-94.61735751,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,2018-08-09T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.mayoclinichealthsystem.org/locations/st-james,27,NON-PROFIT,25,LEVEL IV,Y
257,10856087,MAYO CLINIC HEALTH SYSTEM S F,625 JACKSON ST N,SPRINGFIELD,MN,56087,CRITICAL ACCESS,24,BROWN,27015,USA,44.24661914,-94.97108361,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.health.state.mn.us/divs/fpc/directory/providerselect.cfm,2018-08-09T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,https://mayoclinichealthsystem.org/locations/springfield,27,NON-PROFIT,24,LEVEL IV,Y
258,8665201,HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,800 HOSPITAL DR,COLUMBIA,MO,65201,GENERAL ACUTE CARE,126,BOONE,29019,USA,38.93666726,-92.32905785,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY/OTHER,2015-05-22T00:00:00.000Z,http://www.columbiamo.va.gov/,29,GOVERNMENT - FEDERAL,126,NOT AVAILABLE,N
259,5158554,VIBRA HOSPITAL OF CENTRAL DAKOTAS,1000 18TH ST NW,MANDAN,ND,58554,LONG TERM CARE,41,MORTON,38059,USA,46.8418693,-100.9076977,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.vhcentraldakotas.com/,38,PROPRIETARY,41,NOT AVAILABLE,N
260,2458533,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,ELGIN,ND,58533,CRITICAL ACCESS,30,GRANT,38037,USA,46.40732581,-101.8414635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.ndhealth.gov/hf/North_Dakota_Hospitals_Critical_access.htm,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://jacobsonhospital.org/,38,NON-PROFIT,30,NOT AVAILABLE,N
261,869022,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 34,CAMBRIDGE,NE,69022,CRITICAL ACCESS,20,FURNAS,31065,USA,40.28060501,-100.1803593,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.trivalleyhealth.com,31,NON-PROFIT,20,LEVEL IV,Y
262,1668826,MERRICK MEDICAL CENTER,1715  26TH ST,CENTRAL CITY,NE,68826,CRITICAL ACCESS,20,MERRICK,31121,USA,41.10729705,-98.00293433,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://merrickmedicalcenter.org/,31,GOVERNMENT - LOCAL,20,LEVEL IV,N
263,5768198,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,GENERAL ACUTE CARE,738,DOUGLAS,31055,USA,41.255229,-95.97863498,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.nebraskamed.com,31,NON-PROFIT,738,LEVEL I,Y
264,1446011,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,GENERAL ACUTE CARE,137,MADISON,18095,USA,40.13064559,-85.69320918,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.communityanderson.com,18,NON-PROFIT,137,LEVEL III,Y
265,9446601,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,IN,46601,GENERAL ACUTE CARE,416,ST. JOSEPH,18141,USA,41.68405529,-86.25157885,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.qualityoflife.org,18,NON-PROFIT,416,LEVEL II,Y
266,389128,COMPLEX CARE HOSPITAL AT TENAYA,2500 NORTH TENAYA,LAS VEGAS,NV,89128,LONG TERM CARE,70,CLARK,32003,USA,36.20553077,-115.2503564,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.lifecare-hospitals.com,32,PROPRIETARY,70,NOT AVAILABLE,N
267,489119,DESERT SPRINGS HOSPITAL MEDICAL CENTER,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,GENERAL ACUTE CARE,346,CLARK,32003,USA,36.11395958,-115.1245052,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2013-11-26T00:00:00.000Z,http://www.desertspringshospital.com,32,PROPRIETARY,346,NOT AVAILABLE,Y
268,12119124,EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,GENERAL ACUTE CARE,58,PHILADELPHIA,42101,USA,40.01881298,-75.09946405,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-01-09T00:00:00.000Z,http://www.cancercenter.com/eastern/,42,PROPRIETARY,58,NOT AVAILABLE,N
269,13619107,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,GENERAL ACUTE CARE,957,PHILADELPHIA,42101,USA,39.94970838,-75.15794605,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.jeffersonhospital.org,42,NON-PROFIT,957,LEVEL I,Y
270,5369140,PERKINS COUNTY HEALTH SERVICES,900 LINCOLN AVE,GRANT,NE,69140,CRITICAL ACCESS,20,PERKINS,31135,USA,40.84879451,-101.7270195,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-01-02T00:00:00.000Z,http://www.pchsgrant.com,31,GOVERNMENT - DISTRICT/AUTHORITY,20,LEVEL IV,Y
271,20819104,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,GENERAL ACUTE CARE,305,PHILADELPHIA,42101,USA,39.95887248,-75.19926368,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.pennmedicine.org/pmc/,42,NON-PROFIT,305,LEVEL I,Y
273,24819122,GIRARD MEDICAL CENTER,GIRARD AVENUE AT 8TH STREET,PHILADELPHIA,PA,19122,PSYCHIATRIC,163,PHILADELPHIA,42101,USA,39.97145016,-75.15017825,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.nphs.com/girard_home.html,42,NON-PROFIT,163,NOT AVAILABLE,N
274,25019104,VA MEDICAL CENTER - PHILADELPHIA,UNIVERSITY & WOODLAND AVENUES,PHILADELPHIA,PA,19104,MILITARY,280,PHILADELPHIA,42101,USA,39.94788477,-75.20007509,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2018-09-26T00:00:00.000Z,IMAGERY,2014-01-09T00:00:00.000Z,http://www.philadelphia.va.gov/,42,GOVERNMENT - FEDERAL,280,NOT AVAILABLE,N
275,6017822,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE,DANVILLE,PA,17822,GENERAL ACUTE CARE,404,MONTOUR,42093,USA,40.96814496,-76.60525611,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.geisinger.org,42,NON-PROFIT,404,LEVEL I,N
276,5759501,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,GENERAL ACUTE CARE,49,HILL,30041,USA,48.53807731,-109.6858178,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dphhs.mt.gov/qad/healthcarefacilitieslist,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.nmhcare.org,30,NON-PROFIT,49,CTH,N
277,522835,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,CRITICAL ACCESS,25,PAGE,51139,USA,38.66228417,-78.46865615,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.vhi.org,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.valleyhealthlink.com/page,51,NON-PROFIT,25,NOT AVAILABLE,Y
278,6929425,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,GENERAL ACUTE CARE,713,CHARLESTON,45019,USA,32.78588204,-79.94792136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://www.muschealth.com,45,GOVERNMENT - DISTRICT/AUTHORITY,713,LEVEL I,N
279,7829414,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DR,CHARLESTON,SC,29414,GENERAL ACUTE CARE,204,CHARLESTON,45019,USA,32.80837107,-80.04245769,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.ropersaintfrancis.com,45,NON-PROFIT,204,LEVEL III,N
280,8829464,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,GENERAL ACUTE CARE,130,CHARLESTON,45019,USA,32.82118087,-79.85055352,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.eastcoopermedctr.com,45,PROPRIETARY,130,LEVEL III,Y
281,5429550,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,GENERAL ACUTE CARE,116,DARLINGTON,45031,USA,34.34981886,-80.10412002,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.cprmc.com,45,PROPRIETARY,116,LEVEL III,Y
282,2429169,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,GENERAL ACUTE CARE,428,LEXINGTON,45063,USA,34.0059619,-81.11419899,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2013-10-04T00:00:00.000Z,http://www.lexmed.com,45,GOVERNMENT - DISTRICT/AUTHORITY,428,LEVEL III,Y
283,1429203,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK DR,COLUMBIA,SC,29203,GENERAL ACUTE CARE,649,RICHLAND,45079,USA,34.02860165,-81.03305417,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.palmettohealth.org,45,NON-PROFIT,649,LEVEL I,Y
284,7929118,REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,3000 SAINT MATTHEWS RD,ORANGEBURG,SC,29118,GENERAL ACUTE CARE,286,ORANGEBURG,45075,USA,33.54026745,-80.83045817,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.trmchealth.org,45,GOVERNMENT - LOCAL,286,LEVEL III,Y
285,14244266,ROBINSON MEMORIAL HOSPITAL,6847 N CHESTNUT,RAVENNA,OH,44266,GENERAL ACUTE CARE,302,PORTAGE,39133,USA,41.17605775,-81.2490173,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/EID/Provider_Search.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.uhhospitals.org/portage,39,NON-PROFIT,302,LEVEL III,Y
286,798584,MASON GENERAL HOSPITAL,901 MOUNTAIN VIEW DRIVE,SHELTON,WA,98584,CRITICAL ACCESS,25,MASON,53045,USA,47.22589089,-123.114415,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.masongeneral.com,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL IV,Y
287,598841,MID-VALLEY HOSPITAL,810 JASMINE ST,OMAK,WA,98841,CRITICAL ACCESS,25,OKANOGAN,53047,USA,48.39656746,-119.5465259,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.mvhealth.org/site/public/,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL IV,Y
288,8129902,BEAUFORT MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,GENERAL ACUTE CARE,197,BEAUFORT,45013,USA,32.41732977,-80.68752097,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.scdhec.gov/Health/FHPF/HealthFacilityRegulationsLicensing/HealthcareFacilityLicensing/LicensedFacilitiesbyType/,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.bmhsc.org,45,GOVERNMENT - LOCAL,197,LEVEL III,Y
289,898356,MORTON GENERAL HOSPITAL,521 ADAMS ST,MORTON,WA,98356,CRITICAL ACCESS,25,LEWIS,53041,USA,46.55567481,-122.2803544,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.mortongeneral.org,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL V,N
290,1498624,OCEAN BEACH HOSPITAL,174 1ST AVENUE NORTH,ILWACO,WA,98624,CRITICAL ACCESS,25,PACIFIC,53049,USA,46.3114343,-124.0426308,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.oceanbeachhospital.com/,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL IV,Y
291,6878746,DELL CHILDREN'S MEDICAL CENTER,4900 MUELLER BOULEVARD,AUSTIN,TX,78746,CHILDREN,248,TRAVIS,48453,USA,30.30311083,-97.70702246,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.dellchildrens.net,48,NON-PROFIT,248,LEVEL I,Y
292,19676104,COOK CHILDREN'S MEDICAL CENTER,801 SEVENTH AVENUE,FORT WORTH,TX,76104,CHILDREN,430,TARRANT,48439,USA,32.73707173,-97.34140504,622110,"CHILDREN'S HOSPITALS, GENERAL",http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,2018-08-11T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.cookchildrens.org,48,NON-PROFIT,430,LEVEL II,Y
293,398204,PEACEHEALTH UNITED GENERAL HOSPITAL,2000 HOSPITAL DRIVE,SEDRO-WOOLLEY,WA,98204,CRITICAL ACCESS,25,SKAGIT,53057,USA,48.49608592,-122.2763179,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.peacehealth.org/united-general-medical-center,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL IV,Y
294,2398273,SKAGIT VALLEY HOSPITAL,1415 KINCAID ST E,MT VERNON,WA,98273,GENERAL ACUTE CARE,137,SKAGIT,53057,USA,48.41786968,-122.3240431,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.skagitvalleyhospital.org/,53,GOVERNMENT - DISTRICT/AUTHORITY,137,LEVEL III,Y
295,7798221,ISLAND HOSPITAL,1211 24TH ST,ANACORTES,WA,98221,GENERAL ACUTE CARE,43,SKAGIT,53057,USA,48.50192876,-122.6156668,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.islandhospital.org/,53,GOVERNMENT - DISTRICT/AUTHORITY,43,LEVEL III,Y
296,298431,MADIGAN ARMY MEDICAL CENTER,9040 JACKSON AVE,TACOMA,WA,98431,MILITARY,200,PIERCE,53053,USA,47.10866978,-122.5522702,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.mamc.amedd.army.mil  www.mamc.amedd.army.mil,53,GOVERNMENT - FEDERAL,200,LEVEL II,Y
297,698405,ST. JOSEPH MEDICAL CENTER,1717 SOUTH J ST,TACOMA,WA,98405,GENERAL ACUTE CARE,320,PIERCE,53053,USA,47.24599096,-122.4481749,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.fhshealth.org,53,NON-PROFIT,320,LEVEL II,Y
298,10698372,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVE SE,PUYALLUP,WA,98372,GENERAL ACUTE CARE,200,PIERCE,53053,USA,47.17918,-122.28953,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.multicare.org/goodsam/‎    www.multicare.org/goodsam/‎    www.multicare.org/goodsam/‎    www.multicare.org/goodsam/,53,NON-PROFIT,200,LEVEL III,Y
299,10898405,TACOMA GENERAL HOSPITAL,315 MARTIN LUTHER KING JR. WAY,TACOMA,WA,98405,GENERAL ACUTE CARE,391,PIERCE,53053,USA,47.26066341,-122.4527665,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.multicare.org/tacoma-general-hospital/,53,NON-PROFIT,391,LEVEL II,Y
300,1699111,WHITMAN HOSPITAL AND MEDICAL CENTER,1200 WEST FAIRVIEW ROAD,COLFAX,WA,99111,CRITICAL ACCESS,25,WHITMAN,53075,USA,46.86893031,-117.3760498,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.whitmanhospital.com,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL V,Y
301,3399163,PULLMAN REGIONAL HOSPITAL,835 SOUTHEAST BISHOP BOULEVARD,PULLMAN,WA,99163,CRITICAL ACCESS,25,WHITMAN,53075,USA,46.71238824,-117.169806,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,www.pullmanhospital.org,53,GOVERNMENT - DISTRICT/AUTHORITY,25,LEVEL IV,Y
302,4698948,TOPPENISH COMMUNITY HOSPITAL,502 W 4TH AVE,TOPPENISH,WA,98948,GENERAL ACUTE CARE,63,YAKIMA,53077,USA,46.37084485,-120.3170575,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.toppenishhospital.com,53,PROPRIETARY,63,LEVEL IV,N
303,4798902,YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,110 S 9TH AVE,YAKIMA,WA,98902,GENERAL ACUTE CARE,214,YAKIMA,53077,USA,46.5969318,-120.5210269,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.yakimaregional.com,53,PROPRIETARY,214,"LEVEL III, LEVEL III PEDIATRIC",Y
304,10398902,YAKIMA VALLEY MEMORIAL HOSPITAL,2811 TIETON DRIVE,YAKIMA,WA,98902,GENERAL ACUTE CARE,226,YAKIMA,53077,USA,46.59374521,-120.5479465,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,www.yakimamemorial.org,53,NON-PROFIT,226,"LEVEL III, LEVEL III PEDIATRIC",Y
